단어명	영문약어명
일문	JPNS
일반	GNRL
일별	DAY
일본	JPN
일비	DLYEXP
일사	SOLRD
일상	ROUTN
일선	FRLN
일시	DT
일일	DAILY
일자	YMD
일정	SCHDL
일조	SNSH
일지	DLYD
일치	CCRNC
일터	
일할	DBAS
읽기	READ
읽음	READ
임계	THRS
임기	TNR
임대	RENT
임명	NMNT
임무	MSSN
임시	TMPR
임신	PRGN
임야	FSTLND
임업	FSTR
임용	APNTMN
임원	EXC
임의	RNDM
임차	HIRE
입고	WRHS
입교	ENTSCH
입국	ENTCNY
입금	DPST
입대	ENLSTM
입력	INPT
입사	JNCMP
입산	MTCG
입소	ENTRC
입수	OBTN
입실	ENTRM
입양	ADP
입원	HSPTLZ
입자	PARTCL
입장	ADMS
입주	MVN
입증	PROV
입지	PSTN
입찰	BID
입학	MTCLTN
입항	PTENT
입회	ATWT
자가	ONSLF
자갈	GRVL
자격	QLFC
자금	FNDS
자급	SLFSPL
자기	MGNTC
자녀	CHLD
자동	AUTO
자료	DATA
자리	DIGT
자립	SRLNE
자막	CPTN
자문	CNSTN
자본	CPT
자산	AST
자식	CHLD
자연	NATR
자원	RSRC
자율	SLCR
자재	MTRL
자체	ONSLF
자택	HOME
작동	OPRTNG
작물	CROP
작성	WRT
작업	JOB
작품	WRKS
잔금	BALNC
잔반	LTRC
잔식	LFTVRS
잔액	BLNC
잔여	RMND
잔존	RMN
잠금	LCK
잠재	LDRMNT
잡비	MSEXP
잡음	NOIS
잡종	CRHY
장관	MNST
장기	LTRM
장내	ITHL
장부	LDGR
장비	EQPMNT
장소	PLC
장애	DSBLTY
장외	OTCNTR
장착	MNTNG
장치	DVC
재개	RSMP
재결	ADJD
재고	INVT
재난	CLMTY
재료	MATRL
재물	RCHS
재발	RECUR
재배	CTVT
재산	PRPT
재생	PLAY
재원	FNRS
재정	FNN
재직	HDOF
재진	REXM
재질	MQLT
재택	ATHM
재학	INSCH
재해	DSTR
쟁점	ISSUE
저감	DCRS
저널	ACJRNL
저녁	EVNG
저류	IMPD
저서	WRBK
저수	IMPND
저온	LOWTMP
저자	AUT
저장	STRG
저항	RS
적격	ELGB
적발	DSCL
적산	
적설	DSNW
적요	ABSTR
적용	APLCN
적재	LOAD
적절	PRTNC
적정	RSNB
적중	CMTR
적하	LDOFF
적합	STBLT
전거	AUTHRS
전결	DCARB
전공	MJR
전극	ELCTR
전기	PRVTM
전년	PRYY
전달	CNVY
전담	EXCHG
전도	CDTN
전등	LGHT
전략	STRTG
전력	ELPWR
전망	PRSPT
전문	TELGM
전부	ALL
전산	EDP
전세	LODB
전송	TRSM
전시	EXHB
전압	VLTGE
전역	DCRG
전용	EXUSE
전원	SELCT
전월	PRVMM
전일	PRVDY
전입	MVIN
전자	ELTR
전주	LSWEEK
전지	BATT
전체	WHOL
전출	MVOUT
전통	TDTN
전표	SLIP
전화	TEL
전환	SWTC
전회	PRTRN
절감	RTRC
절대	CMPLTL
절사	TRNC
절약	ECNMY
절차	PROC
절편	INTCPT
점거	OCPY
점검	CHCK
점도	VSC
점멸	FLCK
점수	SCR
점용	OCPY
점유	OCPY
점포	STOR
점화	IGNT
접근	ACS
접속	CNTN
접수	RCPT
접종	INCLN
접촉	CNTC
정격	RGLT
정규	FML
정기	REGL
정년	RTAG
정답	CRANS
정당	PLTPT
정도	ABT
정량	QNTV
정렬	SORT
정리	ARNGMT
정면	FRNT
정밀	PRCIS
정보	INFO
정부	GOV
정비	MTNC
정산	CLCLN
정상	NML
정수	CLWR
정원	PSCP
정의	DEF
정전	OTG
정정	CRCT
정제	REFINE
정지	STOP
정책	PLCY
정체	STGNTN
정화	PRFCTN
제거	RMV
제곱	SQ
제공	PVSN
제기	RAIS
제도	SYST
제목	TTL
제방	LEV
제보	TPOF
제안	PRP
제어	CNTRL
제외	EXCL
제원	SPEC
제작	FBCTN
제재	RSTRC
제정	ENCT
제조	MNFTR
제체	LVBD
제출	SBMSN
제품	PRDCT
제한	LMT
제휴	AFLT
조건	CND
조경	LDHC
조기	ERLY
조달	PRCM
조류	BIRDS
조망	OVRLK
조명	LGHT
조문	LPRVS
조사	EXMN
조석	TIDE
조성	MKNG
조식	BRKF
조위	TDLV
조작	HNDL
조절	RGLTE
조정	AJMT
조직	OGNZ
조치	ACTN
조합	ASCT
조회	INQ
족대	SKIMNT
족적	FOOTPRT
존속	CNEXS
존재	EXST
존폐	MTNABN
졸업	GRDTN
종결	TRMN
종교	RLGN
종료	END
종류	KND
종목	CLS
종별	KND
종이	PPR
종일	ALDY
종자	SEED
종점	EDPNT
종합	SNTHS
종횡	LENWIT
좋음	GOOD
좌석	SEAT
좌안	LFTBK
좌측	LSD
좌표	CORD
주간	DDTM
주거	HAB
주관	SPRVSN
주기	CYCL
주말	WKND
주무	ICHG
주문	ORDR
주민	RSDR
주변	ARND
주석	ANTN
주소	ADDR
주수	WKCNT
주식	STCK
주심	CRFR
주요	MAIN
주유	RFL
주의	CUTN
주입	INJCT
주제	TPC
주주	STHD
주차	PRK
주체	MNBD
주최	HST
주키	PK
주택	HS
준공	CMCN
준설	DRDGN
준수	CMPLY
중간	MD
중개	MDT
중계	RLY
중국	CHIN
중기	MLTRM
중단	ITRP
중도	MDWY
중동	MDDE
중량	WGHT
중문	CHNS
중복	DPCN
중식	LUNCH
중심	CTRL
중앙	CTRL
중온	MESPH
중요	IMPT
중점	EMPHS
중지	HLT
중첩	RETRTN
중층	MDCL
즉시	IMM
증가	INCRS
증감	ICDC
증권	SCRT
증기	STM
증명	CERT
증발	VPRZN
증빙	EVDNC
증설	XBLDP
증식	PRLRT
증액	ICAMT
지구	DSTRCT
지급	GIVE
지능	INTEL
지도	MAP
지령	DRTV
지로	GIRO
지류	TRBTR
지름	DIA
지목	LDCG
지문	PSSG
지반	BSGR
지방	LCL
지번	LOTNO
지분	SHR
지불	DFRY
지붕	ROOF
지사	BROF
지상	GRND
지세	TPGPH
지속	SSTN
지수	IDX
지시	DRCTN
지식	KNWL
지역	RGN
지연	DLY
지열	TRHT
지원	SPRT
지적	PTOUT
지점	BRNCH
지정	DSGN
지질	GEOLG
지체	DLY
지출	EXPND
지침	NDL
지표	IDCT
지하	UDGD
지형	TRRN
직경	DIA
직군	JGRP
직권	ATHR
직급	JBGD
직렬	JBSRS
직류	TPOC
직무	DUTY
직업	CR
직원	EMP
직위	JBPS
직인	OFSL
직장	WRC
직전	JBF
직접	DRCT
직제	OFORG
직종	OCPT
직책	JBTTL
직통	DRLN
진단	DGNS
진도	PRGD
진동	VBRT
진료	MDEXM
진입	ADMS
진척	PRGRS
진행	PRGRS
질문	QSTN
질병	DSS
질산	NIACID
질소	NTRG
질의	QSTN
집계	TOT
집광	CRTL
집단	GROUP
집중	FCUS
집행	IMPL
집회	GTHR
징계	DSPN
징구	CLRQ
징수	CLCTN
짧은	SHOT
쪽지	NOTE
차감	SBTR
차관	VMNST
차기	NXTM
차단	SHTOT
차량	VHCL
차로	LANE
차변	DBSD
차선	TRFLN
차수	CYCL
차압	PSD
차원	DMSN
차이	DIFF
차입	BRW
차종	CARMDL
차집	ICPTG
차축	AXLE
차트	CHRT
착공	BGNCST
착수	OTST
착정	BRNG
찬반	FRAGN
참고	REF
참새	SPRW
참석	ATND
참여	PTCP
참조	RFRNC
창고	WRHUS
창업	STUP
채광	BWL
채권	BND
채널	CHNL
채무	DBT
채수	WTSMP
채용	RCRUT
채움	FILL
채점	GRDG
채집	CLLT
채취	PCKNG
채택	ADPT
채혈	BLDGTH
책임	RSP
책자	BKLET
처리	PRCS
처방	PRSC
처분	DSPS
처음	FRST
척도	YDST
철강	STL
철거	DMLTN
철관	IRPP
철도	RLRD
철새	MGBRD
철염	FESLT
철회	RCNTT
첨가	ADD
첨두	PEAK
첨부	ATCH
청구	CLM
청렴	INTGRT
청문	HRNG
청소	CLEAN
청약	SBSC
청정	CLEN
청취	LSTN
청탁	SLCT
체결	CNCLS
체계	SYS
체납	NPMNT
체류	STAY
체적	VLM
체크	CHCK
체험	EXPRN
초과	EXCS
초기	INTL
초당	SS
초상	FRSTSS
초지	GRSLND
초진	FMEXM
촉매	CTLY
총계	TSM
총괄	OVRL
총서	SRS
총액	GRAMT
총인	TPH
총쪽	TPAGE
촬영	SHT
최고	HGHST
최근	RCNT
최대	MAX
최소	MIN
최신	LTST
최저	LOWST
최적	OPTMM
최종	LAST
최초	FRST
추가	ADD
추계	ESTM
추세	TRND
추심	EXCT
추적	TRC
추정	PRSMP
추진	PRPL
추천	RCMDTN
추첨	LTRY
추출	EXTR
축냉	CLDST
축사	CTSHD
축산	LVST
축적	ACML
축제	FSTVL
축종	DASPCS
축척	RDSCL
출고	SPMT
출구	EXIT
출국	DPTCNY
출근	GTWK
출금	TKMNY
출동	DSPT
출력	OTPT
출발	DPTRE
출산	CHLDB
출생	BRTH
출석	ATNDC
출신	NATV
출연	CTRB
출원	APPL
출입	ENEX
출자	INVST
출장	BZTRP
출제	STXQ
출처	SRC
출판	PBLSG
출하	CON
출항	DFPT
출현	APRC
충당	APRP
충돌	CRASH
충원	SPLMNT
충전	CHARG
충족	STSF
취급	HNDL
취득	ACQS
취미	HBY
취사	COOK
취소	RTRCN
취수	WTRIT
취식	TKMEAL
취업	EMPM
취임	INGR
취지	INTN
취하	DISCON
취합	GTRG
측량	SVY
측면	SIDE
측벽	SDWL
측선	SDTRCK
측점	MSREPT
측정	MSRMT
층수	NOFL
치료	MDTRT
치어	YGFISH
친수	HDRPL
친화	FRSHP
침수	FLDNG
침해	INFR
카드	CARD
커버	CVR
컬럼	COL
코드	CD
콘도	CONDO
쿠키	COOKI
쿠폰	CPN
쿼리	QRY
쿼터	QTA
퀴즈	QZ
크기	SZ
크롬	CHRM
클릭	CLCK
타계	PSAW
타일	TILE
탁도	TRBT
탄소	CRBN
탄화	CARB
탈거	CRYOFF
탈락	ELMT
탈루	ABTM
탈수	DHDR
탈착	DPTN
탈퇴	WHDWL
탐사	EXPLR
탐지	DTCT
탑승	BRDG
태그	TAG
태양	SLR
태풍	TYPHN
택배	PCSV
터널	TNL
테마	THMA
토론	DSCS
토목	ENGRK
토사	ETND
토성	SOILT
토습	SOI
토양	SOIL
토익	TOEIC
토지	LAND
톤수	TON
통계	STATS
통과	PASS
통관	CSCL
통발	BLADRWT
통보	NTFCTN
통신	CMN
통제	CNTRL
통지	AVTSMT
통합	INTG
통화	CALL
퇴거	EVCT
퇴근	LVWK
퇴사	RSGNTN
퇴소	DSCG
퇴실	LVRM
퇴원	DFHSP
퇴직	RTRM
투과	PENTR
투망	CASTNET
투명	TRNSPRC
투수	PRMB
투약	MDCT
투입	INPUT
투자	IVST
투찰	BDNG
투표	VOTE
트럭	TRCK
특기	SPCLT
특대	EXTRLG
특례	SPCS
특별	SPC
특보	SPNWS
특성	CHRTC
특수	SPCL
특약	SPPRV
특이	EXCPTN
특정	PTCLR
특징	CHRTC
특허	PTNT
티센	TSSN
팀별	TEAM
팀장	TMLDR
파견	SND
파고	WVHGT
파기	DSTRC
파산	BNKRP
파쇄	CRSH
파일	FILE
파트	OGPRT
판결	JDGM
판단	JUDG
판매	NTSL
판정	JGMT
팝업	POPUP
패류	SHLFSH
패소	LSCS
패스	
패턴	PTTN
팩스	FAX
펀드	FUND
펌프	PUMP
페놀	PHNL
편성	FRMT
편입	ENRL
편집	EDIT
편차	DVT
평가	EVL
평균	AVG
평지	FTLD
폐간	DSCT
폐강	CLCTR
폐국	DFNCT
폐기	DSCD
폐사	DIE
폐쇄	CLSG
폐수	WWT
폐업	CLSBIZ
폐열	EXSH
폐지	ABL
폐품	WST
포기	ABND
포도	GRAP
포럼	FRUM
포맷	
포상	RWRD
포장	PCKGN
포집	SPCR
포트	PORT
포함	INCL
포획	CPTR
폭발	EPLS
폰트	FONT
폴더	FLDR
표고	ALTD
표기	MARK
표면	SRFC
표본	SAMPLE
표시	INDCT
표어	SLGN
표준	STD
표지	CVR
표출	EXPRS
풀이	SLVG
품목	ITEM
품의	CNSL
품종	VRTY
품질	QLT
풍력	WPWR
풍속	WSPD
풍정	WDDST
풍향	WDRCT
피고	DFND
피도	CVRAGE
피부	SKIN
피해	DAM
피혁	LTHR
픽셀	PXL
필기	NTTK
필드	FIELD
필수	ESNTL
필요	NEED
필증	CRTF
필지	LTLND
필터	FILT
하계	SMR
하구	RVMTH
하단	LWND
하도	RVCRS
하류	DNSTM
하상	RVBD
하수	SWAGE
하안	RVRSD
하위	LWR
하자	FLW
하천	RVR
하층	LWCL
하폭	WR
하한	LLMT
하향	DWNWRD
학과	SCSBJT
학교	SCHL
학급	CLAS
학기	SMSTR
학년	SCYR
학력	ACBG
학명	STNM
학생	STDNT
학술	ACDM
학습	LRN
학원	PEIT
학위	DGR
학회	ACSCT
한강	HNRVR
한계	LIM
한국	KOR
한글	KORN
한도	LIM
한문	CHNCRT
한발	
한우	KRNNC
한자	CHNCRT
할당	ALOT
할부	IS
할인	DSCNT
할증	EXCHRG
함량	
함수	FNC
함유	CONTN
합격	PASS
합계	SUM
합류	MET
합병	MERG
합산	ADUP
합숙	LDTG
합의	ACRD
항공	AVTN
항구	PRT
항만	HRBR
항목	ARTCL
항소	APL
항속	CRSPD
항온	HMTHRML
항차	VYG
항체	ANTIBD
해당	RLVT
해면	SSRFC
해발	ELVT
해변	TSSD
해산	DSBND
해석	INTPR
해설	EXPL
해소	RSLV
해약	CNCL
해양	OCEAN
해외	OVSEA
해임	DSMSL
해제	RMV
해지	CNCLTN
해체	DSMT
해촉	DSMS
핵심	KPNT
행망	ADMNW
행사	EVNT
행위	ACTN
행정	PBADMS
향후	HCFH
허가	PRMSN
허물	EXVM
허용	PRM
헤더	HDR
현금	CASH
현상	PRST
현실	RLTY
현안	PDISS
현원	ACNO
현장	GRNDS
현재	NOW
현지	LOCAL
현행	EXSTN
현황	PRCND
혈압	BDPR
혈액	BLOOD
협력	CLBR
협약	CVTN
협의	CNSLTN
협정	CVTN
협회	ASOC
형광	FLRS
형사	CMLC
형상	CONF
형식	FRM
형태	FRM
호당	HS
호두	WN
호봉	SLCLS
호소	LKMR
호수	LKE
호안	RVTMNT
호우	HRAIN
호출	CLOT
혼인	
혼입	MIXTR
혼합	MIX
홍보	PBRL
홍수	FLOOD
화공	CMENG
화력	THPWR
화면	SCRN
화물	FRGHT
화일	
화재	FIRE
화주	SHPPR
화폐	CRNC
화학	CHEM
확대	EXPD
확률	PRBT
확보	SECR
확인	IDNTY
확장	EXTND
확정	CFMTN
환경	ENV
환급	RMBR
환기	VNTL
환매	RPRCH
환불	RFND
환산	CNVS
환수	RDM
환원	RVERT
환율	EXCHRT
환입	RTRN
환자	PTN
환전	CREX
환풍	VNTL
활동	ACTV
활성	ACTVTN
활용	UTLZ
황사	YLDST
황산	ECCBT
회계	ACNTG
회기	SESN
회복	RCVRY
회사	CO
회생	RVVL
회선	CRCUT
회송	SNDGB
회수	RTRVL
회신	RPLY
회원	MBR
회의	MTG
회장	CHRMN
회차	
획득	ACQ
횟수	NMTM
효과	EFCT
효율	EFFC
후기	LATP
후보	CNDT
후비	BKUP
후원	SPN
훈련	TRNG
훈령	INSTRC
훼손	DMG
휴가	VCT
휴관	CLSR
휴대	MBL
휴면	DRMC
휴무	DYOFF
휴식	RLX
휴양	RLX
휴업	TCBIZ
휴일	HLDY
휴지	PAUS
휴직	LVABSN
흐름	FLOW
흐림	CLOUDY
흡수	ABST
흡연	SMK
희망	HOPE
희석	DLTN
힌트	HNT
가능성	PSBLTY
가동보	OPRWR
가두리	CAGE
가맹점	FRCS
가산세	ADDTX
가산점	ADSC
가수금	SPRCP
가시도	VSBLTY
가시박	BCB
가압류	PRAT
가연성	CMBSTB
가이드	GUIDE
가인계	TPHO
가입자	SBSR
가정용	HSHUS
가중치	WGVL
가지급	PRVPY
가지불	PRVPY
가해자	ASLNT
간접비	IDRCO
간접세	IDTX
간행물	PBLC
간호사	NRS
갈수위	DWTRLV
감독자	SPVSR
감량화	RDUC
감리비	SPCST
감리원	SPVR
감리자	SPVR
감면율	RDCRT
감사인	ADTR
감사자	ADTR
감정가	APPRC
감정값	
강기슭	RVRBNK
강수량	RN
강우계	RNFMT
강우량	AMRF
강의실	LCTRM
개구부	AOPN
개발비	DVLCO
개발자	DVLPR
개방시	OPN
개월수	MCNT
개인별	INDV
개체군	APPLTN
객관식	MLCH
갱신자	UPDR
거래소	STCNG
거래자	DLR
거래처	CNPT
거리당	DSTNC
거주자	RSDR
거주지	RSDC
건강성	HLTHY
건설중	BLDP
건조후	ADRY
건축물	BDST
건축주	OWNER
건폐율	BDCVRT
검보정	CVACT
검사서	EXRPT
검사자	TSTR
검색어	SRWRD
검수자	CHCKR
검토자	RVWR
게시글	PSTAT
게시물	PST
게시자	PBLR
게시판	BBS
격자선	GLINE
결과물	RSLT
결론자	CNCLSR
결의서	RSDOC
결재선	APLN
결재자	APRVR
결측치	MSVAL
경년관	AGPIP
경매용	AUCTN
경사도	GRAD
경상자	SLIPR
경영체	BIZORG
경유국	TRCTRY
경유지	STPV
경작면	CLTVAR
경작지	FRMLND
경제성	ECNM
경찰서	POLSTN
계곡수	VLLWTR
계량기	MSINS
계산서	BLL
계산식	CALFM
계약서	CTRTD
계약자	CTRTR
계약직	CTWK
계측기	MSRINS
계획량	PLNQTY
계획서	PLDOC
고농도	HCNTR
고라니	ELK
고수위	HWL
고유종	ESP
고장시	BKDN
고정식	FIX
고지서	WRNTC
고혈압	HBPR
고형물	SLD
고화후	ASLN
곡선식	CRVFM
골프장	GC
공고별	PBLNT
공급자	SPLR
공람자	PDSPR
공모전	PBCNTS
공무원	PBOFC
공문서	OFDOC
공사비	CNSCO
공사중	CSTRN
공시가	OFPRC
공예품	HNDCR
공유용	SHRN
공작물	STRTS
공정도	PRCSDG
공정률	PRCRT
공휴일	LHLDY
과목별	SBJCT
과수원	OCD
과오납	OEPY
과징금	SRCHG
과태료	FFNLG
관개전	RFLD
관계식	RLEXP
관계인	
관계자	RLPR
관공서	GVMNFC
관광객	TRIST
관광지	TRSPT
관리비	MNCO
관리소	MNGOFC
관리자	MNGR
관리청	MNAGC
관서장	CGO
관세율	TRFRT
관측소	OBSVTR
광재류	LFTOV
광천지	MNLSPT
광화학	PHTCH
교부세	SHTX
교육비	EDUCO
교육생	TRNE
교육세	EDUTX
교직원	TSTF
교통비	TRNSCO
교환국	TELOFC
구매자	PRCHR
구매처	PCPL
구분별	SE
구분자	SPTR
구성원	GMBR
구역내	WTZN
구조물	STRTS
구체성	CNCRTNS
국고금	NTFND
국내산	DMPRD
국제적	INTNT
권리금	PRMM
권리자	RTHDR
권역별	SAREA
권유자	RCMDR
권한별	AUTHRT
귀화종	NTSPCS
규모별	SCL
규조류	DIATOM
균등도	EVNS
그래프	GRPH
그룹별	GROUP
그리드	GRID
근로자	WRKR
근무일	WRKDY
근무자	WJOBR
근무조	WKTM
근무지	POWK
근무처	OPLEMP
근저당	FXCL
글쓴이	
금요일	FRI
금칙어	PHWRD
급상승	SDNR
급수관	FEEDP
급수전	WTSTP
급하강	SDND
기간별	PRD
기계분	MCHN
기계식	MCNCL
기관별	INST
기관장	INLDR
기납부	PVPY
기념일	ANVS
기능직	TCJB
기록물	RCDS
기록부	REGI
기록자	RCDR
기본도	BSDG
기본키	PK
기부금	AOD
기부자	CTBTR
기부처	CTBPL
기상청	KMA
기생충	PARST
기수종	BRSPC
기숙사	DMTRY
기술성	TECH
기술자	ENGNR
기술직	ENJB
기안자	DRFR
기압계	MNMTR
기업체	ENT
기여금	MCNTB
기울기	GRAD
기자재	MCMTR
기준율	STDRT
기준점	CRLPT
기증자	DNR
기환급	ARFND
꼬리말	FTR
꼬리표	TAG
꽃매미	LMD
끓는점	BPNT
나머지	RMND
낙동강	NDRVR
낙차공	DSTC
낙찰률	SCBRT
낙찰자	SCBDR
난이도	DFCTY
남북한	SANK
남조류	BLAL
납부자	RTPYR
납세자	TXPR
내국인	DOMPL
내륙수	INTWTR
내부망	INW
내성종	TRSPCS
냉각수	CULWTR
네이버	NAVER
노무비	LBCO
노트북	NTBK
노하우	KNHW
녹농균	PAERGNS
녹는점	MPNT
녹생토	SOILSD
논리적	LGC
농경지	FMLND
농어촌	FFV
농업인	FRMR
농작업	FRMWRK
농축산	AGST
농축조	THCKNR
누락분	OMIT
누리집	HMPG
누수량	LKQTY
닉네임	NICK
다기능	MTFN
다양성	DVRST
다자녀	MCHLD
단가별	UNTPRC
단계별	STP
단답형	SRQT
단말기	TRMNL
단면적	CRSA
단백질	PROTN
단속자	RGLTR
단위당	UNIT
단위별	UNIT
달성도	ACHDGR
달성률	ACMTRT
담당인	
담당자	PIC
담수화	WTCON
답변서	ANSDOC
답변자	ANSWR
답안지	ANSP
당사자	CNCPR
당직자	DTPR
당첨자	PZWNR
당해년	TYY
대구역	LZONE
대국민	TNATN
대권역	LSIRB
대기업	LCO
대기자	WAITR
대기질	ARQLT
대리인	AGT
대리자	
대리점	AGNC
대분류	LCLSF
대블록	LBLK
대상자	TRPR
대여자	LNDR
대유역	LGRVB
대장균	CLBCL
대표성	RPRS
대표자	RPRSV
대학교	UNIV
대학생	UNVST
대학원	GDSCHL
대행사	AGNC
데시벨	DCBL
데이터	
도래지	SSNH
도메인	DMN
도서관	LIB
도수관	WCNVP
도식도	SCDG
도움말	HLP
도입종	INSPCS
도착지	DEST
도착항	ARPT
돌망태	WRCLDR
동거자	RMMT
동기화	SYNC
동승자	FLPS
동식물	ANPL
동영상	VDO
동의서	WTCS
동의어	SYNM
동의자	ASNTR
동절기	WSESN
동호수	BUNO
동호회	CLUB
돼지풀	CMRW
뒷자리	BKDGT
드렛지	DRDG
등기소	RGOFC
등록세	RGTX
등록인	
등록자	RGTR
등록증	REGC
등산객	CLIMBR
디자인	DDSGN
디지털	DGTL
디코딩	DCD
디폴트	
러시아	RUSS
레이더	RADR
레이어	
레저세	LSRTX
레코드	RCRD
레포트	RPTD
로그인	LGN
로드킬	ROKI
리소스	RSRC
마감후	AFTCS
마스터	MST
마지막	LAST
만수위	FWTLV
만족도	DGSTFN
맞벌이	DLICM
매뉴얼	MNL
매립장	GRLNDF
매립지	RCMLND
매수인	
매수자	BYR
매입비	BUYCOST
머리말	PRFC
메뉴바	MNB
메모리	MMRY
메세지	
메소드	PMHD
메시지	MSG
멧돼지	BR
면담자	ITVWR
면허세	LCNTX
명령어	CMDL
명명일	NMCLT
명명자	NMCLTR
명세서	SPCFCD
모니터	MNTR
모델링	MDLN
모듈별	MODL
모바일	MOBL
모식도	MIMIC
목요일	THUR
목욕탕	BTHHS
목자판	STGUG
목적세	SPTX
목적지	DESTN
목표물	MRK
무변동	NCHNG
무역업	TRDB
무연탄	ANTHRC
무응답	NRPLY
무이자	ZINT
무제한	UNLMT
무주택	HMLS
무피해	NDMGE
문의처	INQPL
문제점	PBPT
문항당	QITEM
문화재	CLTPTY
물건지	RELC
물리적	PHYS
미가동	NORUN
미검사	NINSP
미구축	NBULD
미급수	NWSPLY
미달성	NCHV
미등기	UNREG
미등록	UNREG
미디어	MDIA
미반출	NSHPGT
미부착	NTASN
미사용	UNUSE
미상각	UAMTZ
미상환	NRPY
미생물	MCROG
미선정	NSLCT
미설치	NOINS
미수금	ACNRCV
미수납	NRCP
미승인	UNAPRV
미신고	UNDCLR
미신청	UNAPL
미실행	NEXCN
미완료	INCPL
미적용	DNAP
미지급	OTSPY
미지정	NDSN
미집행	UNEX
미처리	UNPRCS
미첨부	UTCH
미추진	UPMT
미취득	UCQS
미터당	METER
미포함	NINCLS
미허가	UPRMSN
미확정	UDTM
미환급	UNRFND
미환부	NRFND
미활용	UNUTL
미회수	UNRT
민감종	STSPCS
민수용	CVLNDM
민원인	CVLPR
바이트	BYTE
바코드	BARCD
박물관	MSM
반려자	RJCTR
반류수	SIDSWT
반송자	RTRNR
반응조	RETNK
반입량	CIVLM
반출량	COVLM
반출입	CRRYIO
발간물	PBLC
발견지	DCVRST
발급자	ISPR
발명자	INVTR
발생량	AMTGNR
발생시	OCRN
발송인	
발송자	SNDR
발신인	
발신자	SNDPTY
발신처	DSPL
발열량	CLRVAL
발원지	SRCE
발전기	GNRTR
발전소	PWPL
발주처	ORDPL
발표자	PRSNTR
발행인	
발행자	ISR
발행처	ISPL
발화점	IGPT
방류구	DWOT
방류량	OTFL
방류수	EFLNT
방문객	
방문자	VSTR
방법론	MHDLG
방사능	RDACT
방사성	RDACTV
방수로	SPWY
방수위	WTELV
방향성	DRCTN
방화벽	FRWL
배기량	DSVLM
배달처	DLDTN
배당금	DVDND
배설물	EXCRTN
배송지	DLVRPL
배수관	DRNP
배수문	DRGT
배수지	DTBRSV
배양체	EBDY
배우자	SPS
배정자	ALTMTR
배출구	OTLT
배출권	EMCRD
배출량	EHQTY
배출수	DCGWTR
배출원	EMSRC
배출자	EMTR
배치도	LSKC
배터리	BATT
백분율	PERCTG
번데기	PUPA
번식지	PRPPLC
번역문	TRNSN
번호판	NOPLT
범람원	FLDPLN
법무사	JDSCR
법인세	COTX
법정동	STDG
법정리	STLI
법제적	LGSL
변경자	CHNRG
변동률	FLCTNR
변속기	GRBOX
변호사	LWYR
변화량	CHQTY
병해충	DIP
보건소	PHC
보고서	RPTP
보고자	RPTR
보상금	CPMNY
보수적	CSVT
보안성	SCRTY
보유분	HLD
보일러	BLR
보조금	SBSIDY
보조비	SBSDY
보좌관	AIDE
보증금	GTN
보증료	GRFE
보증서	WTGR
보증인	GRNR
보통명	CMNM
보퍼트	BFT
보험료	ISPM
보호자	PRTCR
보호종	PRSPCS
복류수	RVBWTR
복사자	CPYR
복잡성	CMPXTY
복합성	MLTMDY
본거지	STRHLD
본예산	MBGT
볼드체	BOLD
봉사료	SVCHG
부과금	LVYAMT
부과량	BMCPT
부녀자	WMAN
부담금	BDNC
부동산	REST
부분품	PARTS
부산물	BYPRD
부상자	INJPSN
부서별	DEPT
부서장	DH
부속서	ANXD
부숙화	DECPZ
부식성	CRRS
부식층	HUMUSLYR
부유사	SPNDSEDI
부적격	INDQ
부적절	NOPRT
부적합	ICPT
부제목	SBTTL
부하량	LDQTY
부하율	ALFT
북마크	
분류군	TXGRP
분류식	SPRSYS
분석가	ANLST
분석서	ANLSRPTP
분석자	ANLSR
분야별	FLD
분양가	LTOTPR
분자량	MWT
분자식	MCFM
불가능	IMPSBL
불만족	DSTF
불연성	NFLY
불완전	IPRFCT
불이행	NFUFL
불인정	NRCG
불일치	NCNSN
